ID,Year,Mileage,State,Make,Model
96631,2006,107609," TX",BMW,3
96632,2017,16108," NC",Toyota,CamrySE
96633,2015,41298," GA",Dodge,JourneySXT
96634,2016,27848," TX",Chevrolet,CamaroCoupe
96635,2017,30402," DE",Kia,SportageLX
96636,2014,25313," WI",Chevrolet,ImpalaLS
96637,2013,52773," IA",Hyundai,Santa
96638,2014,34100," IN",Ford,F-1504WD
96639,2015,26574," TX",Toyota,TundraLimited
96640,2017,30800," WI",Dodge,Grand
96641,2013,75689," GA",Toyota,SiennaXLE
96642,2012,116582," TN",Ford,EdgeSport
96643,2011,104047," AZ",Ram,15002WD
96644,2015,27715," AZ",Volkswagen,Passat4dr
96645,2009,42986," FL",Toyota,CorollaLE
96646,2008,92839," DE",Jeep,Wrangler4WD
96647,2013,69010," MO",Ford,ExplorerLimited
96648,2007,128146," PA",Honda,AccordLX
96649,2014,41548," TX",Volkswagen,Jetta
96650,2008,184623," TX",GMC,AcadiaAWD
96651,2012,67000," AR",GMC,Sierra
96652,2013,86196," TX",Chevrolet,EquinoxFWD
96653,2003,163588," TX",Ford,Super
96654,2015,39640," GA",Kia,OptimaEX
96655,2014,42841," NC",Honda,CR-VEX
96656,2014,37341," FL",Honda,Accord
96657,2015,35825," IN",Chevrolet,Malibu1LT
96658,2013,42469," IN",Honda,CR-VEX-L
96659,2011,93395," VA",Chevrolet,Suburban4WD
96660,2007,147104," WA",Toyota,Matrix5dr
96661,2012,90908," TN",Nissan,Quest4dr
96662,2015,27195," AZ",GMC,AcadiaFWD
96663,2014,93855," VA",Ford,TaurusLimited
96664,2012,39827," CA",Toyota,Tacoma4WD
96665,2003,65612," FL",Mercedes-Benz,SL-ClassSL500
96666,2009,109473," VA",Chevrolet,TraverseFWD
96667,2016,19242," NE",Jeep,CherokeeLimited
96668,2011,102483," TN",Ram,15004WD
96669,2015,42490," TX",Ford,F-1502WD
96670,2017,6183," FL",Land,Rover
96671,2011,218600," SD",Toyota,Tundra
96672,2015,110265," MI",GMC,Sierra
96673,2012,47800," NY",Acura,MDXAWD
96674,2016,12209," TN",Honda,OdysseyEX-L
96675,2001,100548," TN",Ford,F-1504WD
96676,2006,153598," IL",Volkswagen,Jetta
96677,2013,16381," MA",Honda,Civic
96678,2012,93786," TX",Toyota,TacomaBase
96679,2014,30706," FL",Ford,Transit
96680,2015,16973," CA",Toyota,PriusFour
96681,2004,94132," HI",Toyota,Avalon4dr
96682,2017,18948," CA",Chevrolet,MalibuLT
96683,2012,53069," MS",Ford,Fusion4dr
96684,2015,33585," MO",Kia,SportageLX
96685,2014,24141," PA",Kia,OptimaLX
96686,2015,32178," NY",Toyota,4RunnerTrail
96687,2014,57791," OR",Ford,F-1504WD
96688,2011,107306," KS",Chevrolet,Silverado
96689,2010,73345," CO",Lexus,IS
96690,2015,42651," MD",Ford,TaurusSEL
96691,2009,75456," NY",Nissan,Altima4dr
96692,2013,39328," OH",Ford,TaurusSEL
96693,2009,72550," TX",Chevrolet,Silverado
96694,2016,3800," MA",Ford,MustangShelby
96695,2010,99040," LA",Toyota,Tacoma2WD
96696,2014,62130," AL",Lexus,RXRX
96697,2014,46835," MO",Kia,Soul+
96698,2008,17198," NJ",Bentley,Continental
96699,2014,59775," MS",Ford,F-150XLT
96700,2016,41564," NC",Honda,Pilot2WD
96701,2015,34553," CA",Honda,Civic
96702,2009,86100," MO",Chevrolet,Impala4dr
96703,2014,25212," AL",Ford,FocusSE
96704,2015,29709," IL",Honda,PilotEX-L
96705,2015,13360," TX",Ford,MustangGT
96706,2014,50207," TX",Ford,F-150XLT
96707,2013,51717," AZ",Jeep,Grand
96708,2014,45854," MA",Jeep,Grand
96709,2016,7707," GA",MINI,Cooper
96710,2017,30574," TN",Chevrolet,TraverseAWD
96711,2005,107230," UT",Ford,Explorer4dr
96712,2015,36943," NM",Kia,OptimaEX
96713,2009,26319," PA",Ford,Mustang2dr
96714,2011,111765," PA",Toyota,SiennaXLE
96715,2014,32002," AL",Cadillac,CTS
96716,2005,74125," VA",Hyundai,Santa
96717,2017,16770," PA",Hyundai,Santa
96718,2011,83491," AZ",Ford,Super
96719,2015,86612," TX",Chevrolet,EquinoxFWD
96720,2016,5590," PA",Volkswagen,Golf
96721,2015,34265," MN",Chevrolet,Suburban4WD
96722,2017,13073," IN",Ford,F-150XLT
96723,2015,33684," NC",Chevrolet,ColoradoCrew
96724,2008,144210," MI",Dodge,Caliber4dr
96725,2010,88000," MA",Toyota,Camry4dr
96726,2014,82499," OH",Ford,FusionSE
96727,2015,33661," KY",Volkswagen,Jetta
96728,2014,45141," NY",Mercedes-Benz,E-ClassE350
96729,2015,36238," NC",Kia,OptimaLX
96730,2017,30513," CA",Dodge,JourneySXT
96731,2015,44105," IL",Toyota,CorollaLE
96732,2010,68071," IL",MINI,Cooper
96733,2009,118953," CA",INFINITI,G37
96734,2015,52086," UT",Ford,F-150XLT
96735,2014,34180," FL",BMW,3
96736,2011,110036," TX",Chevrolet,EquinoxAWD
96737,2016,36969," CA",Dodge,Grand
96738,2010,127676," PA",Ford,F-1504WD
96739,2011,94856," NY",Jeep,Grand
96740,2011,19400," MD",Hyundai,Sonata4dr
96741,2010,49633," CA",Toyota,Camry4dr
96742,2016,42920," OK",Chrysler,300300C
96743,2014,33086," KY",Jeep,CherokeeLimited
96744,2015,20762," MA",Ford,F-150XLT
96745,2016,44277," MA",Toyota,CamrySE
96746,2013,68474," NC",Honda,CivicLX
96747,2013,99600," CT",Ford,F-150SuperCrew
96748,2006,172013," TN",Toyota,Tundra4WD
96749,2016,11850," OR",Kia,OptimaEX
96750,2017,4136," WV",Jeep,CherokeeSport
96751,2016,10028," CA",Toyota,CamrySE
96752,2016,36439," ID",Chrysler,200S
96753,2009,107000," AZ",Toyota,Camry
96754,2016,27604," FL",Chevrolet,Silverado
96755,2011,151222," CO",Ford,F-150XL
96756,2014,24638," NJ",Volkswagen,Jetta
96757,2014,82665," NM",Ford,FocusSE
96758,2017,10690," IL",Hyundai,Santa
96759,2014,13073," SC",Mercedes-Benz,E-ClassE350
96760,2007,102365," MI",Jeep,Grand
96761,2014,37255," TX",Ford,F-1504WD
96762,2008,112467," TX",Chevrolet,Impala4dr
96763,2014,35064," PA",Toyota,CorollaLE
96764,2015,59609," TX",Kia,SoulBase
96765,2014,44014," NY",Ford,F-1504WD
96766,2014,73450," TX",Honda,OdysseyEX
96767,2015,70255," GA",Lexus,ES
96768,2014,103216," TX",Kia,SorentoSX
96769,2017,19822," AZ",Toyota,CorollaLE
96770,2014,33225," CA",Volkswagen,Passat4dr
96771,2015,73111," MS",Chevrolet,EquinoxFWD
96772,2015,31600," AL",Honda,CR-VEX-L
96773,2016,28480," TX",Toyota,CamrySE
96774,2010,67809," MS",GMC,TerrainFWD
96775,2016,38600," CA",Toyota,CorollaS
96776,2016,19639," IL",Chrysler,Town
96777,2004,138088," CA",Toyota,Camry4dr
96778,2011,102547," CA",Honda,Accord
96779,2015,50867," SC",Lexus,RX
96780,2015,21421," PA",Ford,FusionSE
96781,2010,22634," TX",Dodge,Challenger2dr
96782,2012,90433," NC",Chevrolet,Silverado
96783,2012,29478," AZ",Nissan,Maxima4dr
96784,2014,58685," IL",Buick,LaCrosseFWD
96785,2013,39197," MS",Ford,TaurusLimited
96786,2011,113570," GA",Acura,MDXAWD
96787,2011,66923," MA",Mazda,Mazda35dr
96788,2012,57562," OK",Chevrolet,Tahoe4WD
96789,2013,45860," CA",BMW,3
96790,2017,32659," CA",Dodge,JourneySXT
96791,2015,33159," NC",Jeep,Grand
96792,2010,140476," CA",Jeep,Grand
96793,2014,53357," FL",Jeep,CherokeeLimited
96794,2016,13832," MA",Toyota,HighlanderLimited
96795,2011,121366," TX",Nissan,Titan2WD
96796,2016,31748," MO",Chevrolet,MalibuLT
96797,2004,165650," GA",Toyota,Sienna5dr
96798,2013,76924," SC",Ford,FlexSE
96799,2017,20863," RI",Ford,FusionSE
96800,2014,49447," NC",GMC,Sierra
96801,2014,25321," NC",Volkswagen,Jetta
96802,2012,45261," CA",Toyota,Sienna5dr
96803,2012,86143," CA",Nissan,RogueFWD
96804,2015,20321," GA",Chevrolet,Tahoe2WD
96805,2007,122909," FL",Hyundai,Santa
96806,2016,17614," IL",Chevrolet,EquinoxFWD
96807,2013,64135," FL",BMW,1
96808,2011,54220," OH",Jeep,Wrangler
96809,2014,34315," TX",Ford,F-1502WD
96810,2012,60460," CA",Volkswagen,Passat4dr
96811,2015,48243," KS",Ford,FusionSE
96812,2014,26865," OH",Honda,Accord
96813,2011,55882," TX",Lexus,GSGS
96814,1997,112327," AK",Land,Rover
96815,2007,86264," MD",Chevrolet,Express
96816,2004,141620," NV",Chevrolet,Silverado
96817,2017,7025," CA",Mercedes-Benz,E-ClassE
96818,2016,28641," MI",Dodge,Grand
96819,2015,30721," KS",Ford,ExplorerBase
96820,2013,79162," WI",Ford,ExplorerXLT
96821,2017,19098," VA",Chevrolet,MalibuLT
96822,2015,46101," LA",Ford,Super
96823,2017,9809," GA",Chevrolet,CruzeSedan
96824,2015,28072," IL",Jeep,Grand
96825,2017,8714," NM",Volvo,XC90T6
96826,2014,46363," MI",Chevrolet,Malibu1LT
96827,2014,14616," WI",Lexus,IS
96828,2012,137880," MO",Hyundai,Accent4dr
96829,2012,68377," VA",Ford,Econoline
96830,2012,89566," FL",Nissan,Altima4dr
96831,2009,58953," NC",INFINITI,G37
96832,2015,70386," CA",Toyota,CamrySE
96833,2016,14853," OH",Chevrolet,EquinoxFWD
96834,2014,50677," TX",Chevrolet,Silverado
96835,2016,789," MD",Nissan,Titan
96836,2016,36890," TX",Hyundai,TucsonFWD
96837,2005,158018," OH",Honda,PilotLX
96838,2014,27106," MA",Ford,TaurusSEL
96839,2011,87033," IL",Audi,Q5quattro
96840,2017,14047," CA",Toyota,PriusThree
96841,2008,105226," NC",INFINITI,G37
96842,2006,218610," WA",Chevrolet,Suburban4dr
96843,2012,118490," TX",Ford,FocusSE
96844,2014,71886," MI",Chevrolet,Silverado
96845,2015,22942," CA",Lexus,CT
96846,2016,50575," LA",Chevrolet,Tahoe2WD
96847,2016,38805," KY",Ford,Expedition
96848,2014,36080," TX",Ford,ExplorerLimited
96849,2016,4191," KS",Toyota,RAV4LE
96850,2017,1575," OK",Chevrolet,MalibuLS
96851,2012,117183," TX",Jeep,Grand
96852,2015,91899," KS",Nissan,Murano2WD
96853,2014,43711," PA",GMC,TerrainAWD
96854,2007,215951," ID",Dodge,Ram
96855,2014,28981," IL",Jeep,Grand
96856,2013,86612," IN",GMC,AcadiaAWD
96857,2016,13614," WI",Ford,F-1504WD
96858,2004,107766," ID",Chevrolet,Silverado
96859,2016,14586," CA",Subaru,Impreza2.0i
96860,2014,42993," MA",BMW,X3xDrive28i
96861,2009,68383," NH",Toyota,CamryBase
96862,2013,64901," TX",Ford,EscapeS
96863,2017,1189," VA",Toyota,RAV4Limited
96864,2015,18839," TX",Jeep,PatriotLatitude
96865,2011,74228," MD",Honda,CR-V2WD
96866,2015,11183," MI",Jeep,Grand
96867,2012,58749," PA",GMC,Sierra
96868,2015,10078," MA",Nissan,Pathfinder4WD
96869,2010,95582," NC",MINI,Cooper
96870,2017,9328," TX",Mercedes-Benz,C-ClassC
96871,2012,65089," IN",Toyota,TundraLimited
96872,2007,180000," OR",Chevrolet,Suburban4WD
96873,2012,66925," IL",Ram,15004WD
96874,2016,41895," TX",Ford,EscapeFWD
96875,2015,22738," FL",Chevrolet,Tahoe2WD
96876,2015,99573," IL",Jeep,Wrangler
96877,2007,75176," CA",Volkswagen,Jetta
96878,2016,18101," OK",Honda,Civic
96879,2016,32632," CA",Volkswagen,Passat4dr
96880,2013,62488," CO",Toyota,TacomaBase
96881,2014,47614," NC",BMW,3
96882,2011,123351," NC",Honda,Pilot2WD
96883,2011,69155," TX",Jeep,Wrangler
96884,2017,4947," GA",Honda,Accord
96885,2014,23509," SC",Honda,Accord
96886,2014,54277," CA",Toyota,FJ
96887,2015,44993," NH",Toyota,RAV4XLE
96888,2011,52224," WA",Ram,15004WD
96889,2013,21103," FL",Cadillac,CTS
96890,2017,29226," FL",Chevrolet,MalibuLT
96891,2016,37505," OH",Toyota,RAV4LE
96892,2012,42212," NY",Nissan,Altima4dr
96893,2016,31800," CA",Jeep,Grand
96894,2015,41550," FL",Ford,ExplorerLimited
96895,2015,53909," MA",Ford,EdgeSEL
96896,2016,21740," NC",Toyota,CorollaS
96897,2015,44354," FL",Toyota,TacomaPreRunner
96898,2006,93108," WI",Cadillac,DTS4dr
96899,2017,8916," TX",BMW,X5xDrive35i
96900,2012,55716," MA",Nissan,Sentra4dr
96901,2010,140025," NM",Ford,EscapeLimited
96902,2014,23584," MA",Ford,EscapeS
96903,2017,4101," OK",Honda,CR-VEX-L
96904,2015,31458," CA",Toyota,RAV4XLE
96905,2014,50806," SC",Chevrolet,Silverado
96906,2015,28172," TX",Chevrolet,Silverado
96907,2017,36294," TX",Chevrolet,MalibuLT
96908,2017,2927," FL",Chevrolet,CamaroConvertible
96909,2016,33271," TX",Ford,Super
96910,2012,61185," MD",Ford,FusionSE
96911,2008,95187," CA",BMW,5
96912,2012,76251," KY",Dodge,Grand
96913,2017,28919," NY",Ford,FusionSE
96914,2010,81003," FL",Lexus,RXRX
96915,2002,163502," WA",Ford,F-350Lariat
96916,2015,134301," TX",Ford,Super
96917,2012,31989," WI",Ford,F-150FX4
96918,2016,20914," CA",Toyota,CorollaS
96919,2010,71189," OK",Ford,F-1502WD
96920,2017,17840," OR",Toyota,CorollaLE
96921,2017,16386," CA",Lincoln,Navigator4WD
96922,2013,38409," PA",Subaru,Outback2.5i
96923,2012,89050," OR",Nissan,Pathfinder4WD
96924,2017,10228," TX",Nissan,PathfinderS
96925,2014,29755," AR",Chevrolet,Silverado
96926,2012,139691," TX",Toyota,FJ
96927,2010,50200," NY",Nissan,MuranoAWD
96928,2014,60929," IL",Land,Rover
96929,2014,38363," MN",Nissan,MuranoAWD
96930,2014,53222," NY",BMW,3
96931,2010,122071," PA",GMC,Sierra
96932,2014,51508," GA",Dodge,ChallengerR/T
96933,2012,97729," MD",Honda,Pilot4WD
96934,2016,14344," TX",Toyota,HighlanderFWD
96935,2016,38704," MS",Jeep,CompassSport
96936,2013,63401," GA",Toyota,TundraLimited
96937,2017,16452," AZ",Kia,OptimaLX
96938,2014,37112," CA",BMW,X5xDrive35i
96939,2007,157839," GA",Jeep,Grand
96940,2014,33166," IA",Chevrolet,Silverado
96941,2014,32874," MD",Lexus,GSGS
96942,2015,22998," FL",Toyota,CamrySE
96943,2009,95410," TX",Volkswagen,Jetta
96944,2016,34087," NC",Chevrolet,Malibu
96945,2016,44334," IL",Buick,RegalTurbo
96946,2016,35967," OK",Ford,F-1502WD
96947,2016,40001," CA",Chevrolet,Malibu
96948,2010,56346," CO",Hyundai,Sonata4dr
96949,2015,32659," VA",Chevrolet,Tahoe4WD
96950,2014,35656," MI",Toyota,CamrySE
96951,2016,41663," MT",Chevrolet,EquinoxAWD
96952,2016,21896," NC",Dodge,JourneyFWD
96953,2014,12119," PA",Volkswagen,Passat4dr
96954,2012,55972," GA",Volkswagen,Passat4dr
96955,2016,29197," CT",Nissan,MuranoAWD
96956,2012,119920," AL",Ford,F-1504WD
96957,2012,47036," RI",Buick,LaCrosseFWD
96958,2010,114919," SC",Jeep,Liberty4WD
96959,2008,84298," IN",Honda,Civic
96960,2015,56445," OK",Ford,F-150XLT
96961,2008,53660," MS",GMC,AcadiaFWD
96962,2011,61756," FL",Nissan,Sentra4dr
96963,2015,25124," FL",Honda,OdysseyEX-L
96964,2014,27477," KY",Honda,Civic
96965,2014,32484," KY",Ram,35004WD
96966,2017,2870," TX",Mercedes-Benz,C-ClassC
96967,2008,127883," MI",Lincoln,MKXAWD
96968,2015,25307," TX",Lexus,ES
96969,2014,35423," WI",BMW,3
96970,2011,124400," NJ",Mazda,Mazda34dr
96971,2004,153595," CO",Honda,PilotEX
96972,2015,33682," NJ",Toyota,CorollaLE
96973,2015,29648," CA",Volkswagen,Golf
96974,2015,40754," FL",Toyota,CorollaLE
96975,2007,77922," WA",Jeep,Wrangler4WD
96976,2008,197023," WA",Dodge,Ram
96977,2015,35573," TX",Mercedes-Benz,C-ClassC300
96978,2004,180166," OK",Chevrolet,Silverado
96979,2016,24600," TX",Dodge,JourneyFWD
96980,2015,20628," WI",Toyota,RAV4XLE
96981,2015,31765," KS",Jeep,Grand
96982,2016,12585," FL",Toyota,PriusTwo
96983,2012,20012," IL",Chevrolet,EquinoxFWD
96984,2017,4963," IL",Toyota,SiennaSE
96985,2011,182788," TX",Chevrolet,Tahoe2WD
96986,2014,31605," AL",Toyota,CamrySE
96987,2014,93268," FL",Jeep,CherokeeSport
96988,2012,64262," AZ",BMW,3
96989,2015,34521," CA",Toyota,TacomaPreRunner
96990,2016,41600," CA",Chevrolet,TraverseFWD
96991,2014,61966," PA",Ford,EdgeSEL
96992,2016,27353," AZ",Chevrolet,Tahoe2WD
96993,2017,22029," TX",Mercedes-Benz,C-ClassC
96994,2014,29743," NY",Kia,SorentoLX
96995,2010,100025," SC",Hyundai,Sonata4dr
96996,2016,30464," GA",Kia,SorentoLX
96997,2016,19985," IL",GMC,Sierra
96998,2017,23229," FL",Kia,SedonaLX
96999,2010,98253," GA",Chevrolet,Tahoe4WD
97000,2012,79159," OK",Toyota,HighlanderBase
97001,2015,24509," CA",Toyota,CamrySE
97002,2016,47980," MD",Honda,CR-VEX-L
97003,2015,21595," KY",GMC,TerrainFWD
97004,2015,43050," TX",Kia,SportageLX
97005,2012,55629," NH",Hyundai,Elantra4dr
97006,2014,18894," MD",Volkswagen,Jetta
97007,2014,37489," ID",Volvo,S60T5
97008,2016,56761," CA",Chrysler,200Limited
97009,2006,116626," CA",Lexus,ES
97010,2013,63644," VA",Ford,Super
97011,2017,2416," UT",FIAT,500Pop
97012,2015,24353," WA",Ford,F-150XL
97013,2015,50042," TN",Ford,FocusSE
97014,2014,16012," NJ",Subaru,Legacy2.5i
97015,2016,35880," FL",Jeep,CompassLatitude
97016,2015,15526," MT",Nissan,Pathfinder4WD
97017,2015,118330," CA",Jeep,PatriotSport
97018,2010,105800," WA",Mercedes-Benz,C-Class4dr
97019,2016,22932," FL",Honda,OdysseyEX-L
97020,2015,19727," GA",Ford,FusionSE
97021,2013,47295," CA",GMC,Yukon2WD
97022,2016,9434," SC",Honda,Accord
97023,2012,81389," VA",Toyota,HighlanderBase
97024,2010,101928," VA",Lexus,RX
97025,2014,64017," FL",Chevrolet,MalibuLS
97026,2011,57333," NC",GMC,AcadiaFWD
97027,2016,40220," PA",Dodge,Grand
97028,2016,40401," FL",Kia,OptimaLX
97029,2013,26674," NC",Ford,FocusST
97030,2016,9922," FL",Kia,OptimaLX
97031,2016,24344," TX",Toyota,TundraSR5
97032,2007,104518," NY",Cadillac,EscaladeAWD
97033,2015,29968," FL",Chevrolet,Silverado
97034,2016,19917," NC",BMW,3
97035,2015,14152," NE",Chevrolet,CamaroCoupe
97036,2015,35395," NC",Honda,Accord
97037,2015,9295," NY",Chevrolet,EquinoxAWD
97038,2016,37840," TX",GMC,Sierra
97039,2011,133301," KY",Chevrolet,Tahoe2WD
97040,2015,34760," TX",Lexus,GSGS
97041,2015,32914," OH",Lexus,RX
97042,2012,94416," PA",Toyota,Camry4dr
97043,2014,29488," PA",Chevrolet,EquinoxAWD
97044,2015,39450," PA",Honda,OdysseyEX-L
97045,2014,45245," NE",Dodge,JourneySXT
97046,2012,80692," MD",Nissan,MuranoAWD
97047,2015,44299," GA",Buick,RegalPremium
97048,2010,64668," CO",Land,Rover
97049,2015,53614," AZ",Ford,F-1504WD
97050,2007,101578," FL",Toyota,Tundra4WD
97051,2003,155500," PA",Honda,Accord
97052,2014,24317," FL",Lexus,ES
97053,2017,31701," OH",Hyundai,Santa
97054,2014,36786," AL",Volkswagen,Jetta
97055,2016,21429," TX",Toyota,Tacoma4WD
97056,2014,28548," NM",Toyota,SiennaLE
97057,2016,21506," MD",Toyota,4Runner4WD
97058,2016,43681," NC",Toyota,CamrySE
97059,2005,92249," NC",Lexus,LS
97060,2017,17332," TX",Jeep,PatriotSport
97061,2015,35716," NY",Hyundai,SonataLimited
97062,2010,71351," NC",Toyota,TacomaBase
97063,2013,96600," CT",Audi,A8
97064,2011,78548," TX",Nissan,Murano2WD
97065,2014,55425," NE",GMC,AcadiaAWD
97066,2010,59333," WA",Mazda,CX-9AWD
97067,2015,33129," CA",Toyota,RAV4XLE
97068,2011,109388," OH",INFINITI,QX564WD
97069,2016,28941," CO",Volvo,XC90AWD
97070,2012,69893," MA",Jeep,CompassLatitude
97071,2016,12402," NH",Chevrolet,CruzeLT
97072,2012,12768," GA",MINI,Cooper
97073,2015,39015," ID",Jeep,Wrangler
97074,2014,37839," CA",Toyota,Prius
97075,2016,9755," LA",Land,Rover
97076,2014,77549," CA",Ford,FocusSE
97077,2013,43713," FL",Honda,CR-VEX
97078,2015,45727," PA",GMC,AcadiaAWD
97079,2014,38681," FL",Kia,SedonaEX
97080,2011,78214," MO",BMW,3
97081,2016,10137," OH",Toyota,Tundra
97082,2011,90934," NE",Ford,Fusion4dr
97083,2017,30912," CA",Hyundai,Santa
97084,2016,34692," LA",Toyota,CamrySE
97085,2015,37708," FL",GMC,Sierra
97086,2016,25036," WA",Dodge,ChargerSXT
97087,2012,84105," MS",GMC,Yukon4WD
97088,2006,130523," CA",Honda,OdysseyEX
97089,2012,75715," TX",Toyota,HighlanderFWD
97090,2014,39471," FL",Hyundai,Sonata4dr
97091,2015,29331," MD",Honda,PilotEX-L
97092,2015,16098," MN",BMW,5
97093,2014,43102," AZ",Toyota,AvalonLimited
97094,2011,69813," WA",Subaru,Impreza
97095,2014,32353," NC",Cadillac,CTS
97096,2013,78844," TN",Ford,EdgeSport
97097,2012,117034," FL",INFINITI,QX562WD
97098,2014,68043," SC",Chevrolet,Silverado
97099,2017,27427," LA",Chevrolet,MalibuLT
97100,2005,58081," NC",Buick,LaCrosse4dr
97101,2015,35685," NJ",Ford,ExplorerXLT
97102,2017,14717," TX",Ford,MustangGT
97103,2017,17021," CT",Dodge,Grand
97104,2013,53669," FL",Ford,FocusSE
97105,2013,82860," VA",Ford,FusionSE
97106,2012,71325," PA",Volkswagen,CC4dr
97107,2014,47917," WI",Honda,CR-VEX-L
97108,2015,39626," ID",Honda,CivicSi
97109,2014,33315," IL",Lexus,GSGS
97110,2015,33292," VA",Lexus,RXRX
97111,2017,8520," NY",Jeep,Grand
97112,2017,8748," IN",Honda,OdysseyEX-L
97113,2014,38827," IN",Ford,ExplorerXLT
97114,2016,38671," TX",Volkswagen,Jetta
97115,2012,70000," TX",Jaguar,XF4dr
97116,2016,6227," OR",Chevrolet,Silverado
97117,2012,69657," SC",Chrysler,3004dr
97118,2013,50821," FL",Kia,Soul+
97119,2015,35563," NE",Ford,F-150XLT
97120,2015,29989," FL",Chevrolet,Silverado
97121,2006,131690," AZ",Mercedes-Benz,E-ClassE320
97122,2014,27893," FL",Chevrolet,Silverado
97123,2017,24851," FL",Chrysler,PacificaTouring
97124,2016,41025," UT",Ford,ExplorerXLT
97125,2011,56498," NY",Nissan,MuranoAWD
97126,2011,125917," OR",Kia,Soul+
97127,2014,34855," CA",Ford,FusionS
97128,2015,97867," IL",Volkswagen,Passat4dr
97129,2014,29676," CA",Toyota,CorollaS
97130,2007,94879," AZ",Hyundai,Sonata4dr
97131,2017,27569," CA",Jeep,CompassSport
97132,2010,58883," VA",Jeep,Wrangler4WD
97133,2012,65230," AZ",Audi,A44dr
97134,2017,8815," VA",Ford,MustangGT
97135,2016,42553," MD",Toyota,CamrySE
97136,2008,67913," MA",Chrysler,Town
97137,2016,19743," TX",Chevrolet,ColoradoCrew
97138,2016,11991," UT",Chevrolet,Silverado
97139,2014,81514," OH",Ford,F-350Lariat
97140,2014,45922," KY",Honda,Accord
97141,2013,14804," MA",Ford,F-150XL
97142,2017,468," SC",Toyota,4Runner2WD
97143,2013,21787," MD",Honda,Accord
97144,2014,22535," TN",Volkswagen,Passat4dr
97145,2014,35511," CA",Toyota,Prius
97146,2017,4309," MO",Mercedes-Benz,C-ClassC
97147,2013,65670," CA",Lexus,RX
97148,2014,34149," RI",Hyundai,Santa
97149,2014,13951," FL",Chevrolet,Silverado
97150,2015,64090," FL",GMC,Yukon4WD
97151,2017,1167," MO",Ford,F-150Limited
97152,2011,124376," NJ",Ford,F-350Lariat
97153,2014,31494," FL",Jeep,Grand
97154,2015,9188," GA",Chevrolet,EquinoxFWD
97155,2014,49739," OK",Chevrolet,Silverado
97156,2015,41435," FL",Hyundai,SonataLimited
97157,2016,44680," MN",Chevrolet,MalibuLT
97158,2011,58178," CO",MINI,Cooper
97159,2017,39893," TN",Kia,SorentoLX
97160,2015,28097," TX",Toyota,TundraSR5
97161,2015,74592," TX",Ford,F-150Lariat
97162,2017,8906," IL",Mercedes-Benz,E-ClassE
97163,2016,41830," CA",Ford,FusionSE
97164,2006,148000," LA",Toyota,TacomaBase
97165,2017,18328," NJ",Ford,Escape4WD
97166,2009,80443," IL",Hyundai,Azera4dr
97167,2014,30544," AL",Kia,ForteEX
97168,2014,44000," TX",FIAT,500Pop
97169,2010,69392," GA",Chevrolet,Camaro2dr
97170,2011,126517," TX",GMC,AcadiaFWD
97171,2008,103172," NY",Nissan,Titan4WD
97172,2013,56330," WI",Mitsubishi,Outlander
97173,2014,43706," TX",Subaru,Impreza
97174,2017,1847," MD",Ford,EdgeSEL
97175,2015,18243," IL",Chevrolet,CamaroCoupe
97176,2006,133299," OR",Ford,Super
97177,2005,107272," CA",Chevrolet,Express
97178,2012,31327," UT",Ford,Focus4dr
97179,2006,96401," MO",Honda,Civic
97180,2016,43710," IL",Jeep,Wrangler
97181,2013,16076," CA",Chevrolet,Silverado
97182,2013,89274," FL",Ford,FlexLimited
97183,2016,31614," FL",BMW,3
97184,2006,282930," SC",Ford,F-1504WD
97185,2016,10483," OH",Toyota,CamryLE
97186,2015,32497," WA",Honda,AccordLX
97187,2012,102034," IN",Honda,CR-VEX-L
97188,2013,41027," CO",Toyota,TundraBase
97189,2006,121131," WA",Chevrolet,Malibu4dr
97190,2016,37996," NY",Chevrolet,Suburban4WD
97191,2014,10510," KY",Chevrolet,CamaroCoupe
97192,2013,25987," NC",Honda,Civic
97193,2013,92800," FL",Kia,Soul+
97194,2013,68956," AR",Toyota,PriusThree
97195,2010,57444," VA",Honda,Accord
97196,2016,13999," FL",Chevrolet,ColoradoExtended
97197,2014,36083," FL",Honda,CivicLX
97198,2005,111450," VA",Ford,Mustang2dr
97199,2014,26763," OH",Hyundai,SonataSE
97200,2016,26613," FL",Jeep,CherokeeLimited
97201,2011,81492," MA",Subaru,Forester4dr
97202,2013,60664," OH",Subaru,Outback2.5i
97203,2015,29367," MI",Honda,Accord
97204,2014,34166," TX",Ford,FusionSE
97205,2014,54063," NY",Toyota,FJ
97206,2016,22470," IL",Toyota,HighlanderLimited
97207,2015,21357," TX",Nissan,Pathfinder2WD
97208,2014,46375," TX",Toyota,AvalonXLE
97209,2017,27312," LA",Kia,Sportage2WD
97210,2014,72965," KY",Chevrolet,Silverado
97211,2013,56372," FL",INFINITI,G37
97212,2017,30108," WA",Hyundai,Elantra4dr
97213,2011,92983," IL",Jeep,Wrangler
97214,2012,97971," TX",Ford,F-150Lariat
97215,2016,19786," PA",Toyota,4RunnerSR5
97216,2016,10753," CA",MINI,Cooper
97217,2012,78525," OR",Toyota,RAV44WD
97218,2016,32125," KY",Ford,Explorer4WD
97219,2003,124638," IN",Jeep,Wrangler2dr
97220,2016,31709," CO",Honda,OdysseyTouring
97221,2010,91556," AL",Nissan,Xterra4WD
